item,title,genres,ratings
3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,
2641,Superman II (1980),Action|Sci-Fi,
2144,Sixteen Candles (1984),Comedy|Romance,5
661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,
216,Billy Madison (1995),Comedy,
5,Father of the Bride Part II (1995),Comedy,
2694,Big Daddy (1999),Comedy,
134130,The Martian (2015),Adventure|Drama|Sci-Fi,
8784,Garden State (2004),Comedy|Drama|Romance,
7458,Troy (2004),Action|Adventure|Drama|War,
3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,
2763,"Thomas Crown Affair, The (1999)",Action|Mystery,
30749,Hotel Rwanda (2004),Drama|War,
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,
1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,
1729,Jackie Brown (1997),Crime|Drama|Thriller,
1275,Highlander (1986),Action|Adventure|Fantasy,
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,5
186,Nine Months (1995),Comedy|Romance,
122882,Mad Max: Fury Road (2015),Action|Adventure|Sci-Fi|Thriller,4
81834,Harry Potter and the Deathly Hallows: Part 1 (2010),Action|Adventure|Fantasy|IMAX,5
77561,Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller|IMAX,
8529,"Terminal, The (2004)",Comedy|Drama|Romance,
7293,50 First Dates (2004),Comedy|Romance,4
5679,"Ring, The (2002)",Horror|Mystery|Thriller,1
4014,Chocolat (2000),Drama|Romance,
2717,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,
2539,Analyze This (1999),Comedy,
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,
1994,Poltergeist (1982),Horror|Thriller,
1921,Pi (1998),Drama|Sci-Fi|Thriller,
1367,101 Dalmatians (1996),Adventure|Children|Comedy,
1358,Sling Blade (1996),Drama,
1320,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller,
1092,Basic Instinct (1992),Crime|Mystery|Thriller,
899,Singin' in the Rain (1952),Comedy|Musical|Romance,
783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,
64614,Gran Torino (2008),Crime|Drama,
54272,"Simpsons Movie, The (2007)",Animation|Comedy,
47099,"Pursuit of Happyness, The (2006)",Drama,
7254,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller,
5995,"Pianist, The (2002)",Drama|War,
5902,Adaptation (2002),Comedy|Drama|Romance,
4085,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama,
5060,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War,
3752,"Me, Myself & Irene (2000)",Adventure|Comedy,
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,
1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama,
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,
802,Phenomenon (1996),Drama|Romance,
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,
44,Mortal Kombat (1995),Action|Adventure|Fantasy,
2076,Blue Velvet (1986),Drama|Mystery|Thriller,
3863,"Cell, The (2000)",Drama|Horror|Thriller,
2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,
2490,Payback (1999),Action|Thriller,
2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War,
3255,"League of Their Own, A (1992)",Comedy|Drama,
6537,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi,
4270,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller,
4369,"Fast and the Furious, The (2001)",Action|Crime|Thriller,
4571,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi,
2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,
31685,Hitch (2005),Comedy|Romance,
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,
4718,American Pie 2 (2001),Comedy,
1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,5
1183,"English Patient, The (1996)",Drama|Romance|War,
236,French Kiss (1995),Action|Comedy|Romance,
1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller,
196,Species (1995),Horror|Sci-Fi,
920,Gone with the Wind (1939),Drama|Romance|War,
616,"Aristocats, The (1970)",Animation|Children,
1204,Lawrence of Arabia (1962),Adventure|Drama|War,
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,
1266,Unforgiven (1992),Drama|Western,
1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,
1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi,
111759,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX,
79702,Scott Pilgrim vs. the World (2010),Action|Comedy|Fantasy|Musical|Romance,4.5
52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,
46976,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance,
37729,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance,
33004,"Hitchhiker's Guide to the Galaxy, The (2005)",Adventure|Comedy|Sci-Fi,
8798,Collateral (2004),Action|Crime|Drama|Thriller,
5903,Equilibrium (2002),Action|Sci-Fi|Thriller,
5377,About a Boy (2002),Comedy|Drama|Romance,
4975,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller,
3499,Misery (1990),Drama|Horror|Thriller,
2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,
1333,"Birds, The (1963)",Horror|Thriller,
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,
151,Rob Roy (1995),Action|Drama|Romance|War,
3755,"Perfect Storm, The (2000)",Drama|Thriller,
47610,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance,
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,
3624,Shanghai Noon (2000),Action|Adventure|Comedy|Western,
4310,Pearl Harbor (2001),Action|Drama|Romance|War,
8984,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller,
134853,Inside Out (2015),Adventure|Animation|Children|Comedy|Drama|Fantasy,
60684,Watchmen (2009),Action|Drama|Mystery|Sci-Fi|Thriller|IMAX,
76251,Kick-Ass (2010),Action|Comedy,
87232,X-Men: First Class (2011),Action|Adventure|Sci-Fi|Thriller|War,
2605,Entrapment (1999),Crime|Thriller,
3363,American Graffiti (1973),Comedy|Drama,
3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,
2455,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller,
1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,
252,I.Q. (1994),Comedy|Romance,
852,Tin Cup (1996),Comedy|Drama|Romance,
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,
1263,"Deer Hunter, The (1978)",Drama|War,
497,Much Ado About Nothing (1993),Comedy|Romance,
1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,
1876,Deep Impact (1998),Drama|Sci-Fi|Thriller,
2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,
2278,Ronin (1998),Action|Crime|Thriller,
2407,Cocoon (1985),Comedy|Sci-Fi,
1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,
91658,"Girl with the Dragon Tattoo, The (2011)",Drama|Thriller,
81591,Black Swan (2010),Drama|Thriller,
69757,(500) Days of Summer (2009),Comedy|Drama|Romance,4
3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance,
3301,"Whole Nine Yards, The (2000)",Comedy|Crime,
3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,
2915,Risky Business (1983),Comedy,
2724,Runaway Bride (1999),Comedy|Romance,
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller,
1967,Labyrinth (1986),Adventure|Fantasy|Musical,4
59369,Taken (2008),Action|Crime|Drama|Thriller,
1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller,
1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,
441,Dazed and Confused (1993),Comedy,
261,Little Women (1994),Drama,
785,Kingpin (1996),Comedy,
431,Carlito's Way (1993),Crime|Drama,
1042,That Thing You Do! (1996),Comedy|Drama,
1088,Dirty Dancing (1987),Drama|Musical|Romance,
1094,"Crying Game, The (1992)",Drama|Romance|Thriller,
1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,2
1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,
3916,Remember the Titans (2000),Drama,
122886,Star Wars: Episode VII - The Force Awakens (2015),Action|Adventure|Fantasy|Sci-Fi|IMAX,2
115617,Big Hero 6 (2014),Action|Animation|Comedy,
57669,In Bruges (2008),Comedy|Crime|Drama|Thriller,
55247,Into the Wild (2007),Action|Adventure|Drama,
45517,Cars (2006),Animation|Children|Comedy,3.5
7373,Hellboy (2004),Action|Adventure|Fantasy|Horror,
5810,8 Mile (2002),Drama,
4299,"Knight's Tale, A (2001)",Action|Comedy|Romance,
3418,Thelma & Louise (1991),Adventure|Crime|Drama,
3617,Road Trip (2000),Comedy,
2087,Peter Pan (1953),Animation|Children|Fantasy|Musical,
2003,Gremlins (1984),Comedy|Horror,
1285,Heathers (1989),Comedy,
1242,Glory (1989),Drama|War,
762,Striptease (1996),Comedy|Crime,
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,
494,Executive Decision (1996),Action|Adventure|Thriller,
2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi,
31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance,4.5
4223,Enemy at the Gates (2001),Drama|War,
4367,Lara Croft: Tomb Raider (2001),Action|Adventure,
6807,Monty Python's The Meaning of Life (1983),Comedy,
2541,Cruel Intentions (1999),Drama,
33615,Madagascar (2005),Adventure|Animation|Children|Comedy,
41569,King Kong (2005),Action|Adventure|Drama|Fantasy|Thriller,
44199,Inside Man (2006),Crime|Drama|Thriller,
98809,"Hobbit: An Unexpected Journey, The (2012)",Adventure|Fantasy|IMAX,4.5
3703,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller,
6218,Bend It Like Beckham (2002),Comedy|Drama|Romance,
2193,Willow (1988),Action|Adventure|Fantasy,
1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,
282,Nell (1994),Drama,
376,"River Wild, The (1994)",Action|Thriller,
471,"Hudsucker Proxy, The (1994)",Comedy,
529,Searching for Bobby Fischer (1993),Drama,
1674,Witness (1985),Drama|Romance|Thriller,
1228,Raging Bull (1980),Drama,
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,
1569,My Best Friend's Wedding (1997),Comedy|Romance,
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,
7451,Mean Girls (2004),Comedy,5
3300,Pitch Black (2000),Horror|Sci-Fi|Thriller,
3826,Hollow Man (2000),Horror|Sci-Fi|Thriller,
4148,Hannibal (2001),Horror|Thriller,
6188,Old School (2003),Comedy,
6936,Elf (2003),Children|Comedy|Fantasy,
27773,Old Boy (2003),Mystery|Thriller,
8528,Dodgeball: A True Underdog Story (2004),Comedy,
3082,"World Is Not Enough, The (1999)",Action|Adventure|Thriller,
40819,Walk the Line (2005),Drama|Musical|Romance,
53996,Transformers (2007),Action|Sci-Fi|Thriller|IMAX,
59615,Indiana Jones and the Kingdom of the Crystal Skull (2008),Action|Adventure|Comedy|Sci-Fi,
61323,Burn After Reading (2008),Comedy|Crime|Drama,
3174,Man on the Moon (1999),Comedy|Drama,
58998,Forgetting Sarah Marshall (2008),Comedy|Romance,4
3039,Trading Places (1983),Comedy,
2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western,
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,
1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western,
1673,Boogie Nights (1997),Drama,
1953,"French Connection, The (1971)",Action|Crime|Thriller,
8949,Sideways (2004),Comedy|Drama|Romance,
2580,Go (1999),Comedy|Crime,
2723,Mystery Men (1999),Action|Comedy|Fantasy,
2746,Little Shop of Horrors (1986),Comedy|Horror|Musical,
2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,
2908,Boys Don't Cry (1999),Drama,
2248,Say Anything... (1989),Comedy|Drama|Romance,
7090,Hero (Ying xiong) (2002),Action|Adventure|Drama,
3702,Mad Max (1979),Action|Adventure|Sci-Fi,
112552,Whiplash (2014),Drama,
91542,Sherlock Holmes: A Game of Shadows (2011),Action|Adventure|Comedy|Crime|Mystery|Thriller,
79091,Despicable Me (2010),Animation|Children|Comedy|Crime,
51540,Zodiac (2007),Crime|Drama|Thriller,
44665,Lucky Number Slevin (2006),Crime|Drama|Mystery,
8972,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller,2
8950,The Machinist (2004),Drama|Mystery|Thriller,
8533,"Notebook, The (2004)",Drama|Romance,4.5
2289,"Player, The (1992)",Comedy|Crime|Drama,
3362,Dog Day Afternoon (1975),Crime|Drama,
315,"Specialist, The (1994)",Action|Drama|Thriller,
2770,Bowfinger (1999),Comedy,
31,Dangerous Minds (1995),Drama,
277,Miracle on 34th Street (1994),Drama,
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,
2018,Bambi (1942),Animation|Children|Drama,
2124,"Addams Family, The (1991)",Children|Comedy|Fantasy,
2420,"Karate Kid, The (1984)",Drama,
112556,Gone Girl (2014),Drama|Thriller,
92259,Intouchables (2011),Comedy|Drama,
64957,"Curious Case of Benjamin Button, The (2008)",Drama|Fantasy|Mystery|Romance,
55765,American Gangster (2007),Crime|Drama|Thriller,
30810,"Life Aquatic with Steve Zissou, The (2004)",Adventure|Comedy|Fantasy,
8622,Fahrenheit 9/11 (2004),Documentary,
8376,Napoleon Dynamite (2004),Comedy,
5971,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy,4.5
4016,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,4.5
5266,Panic Room (2002),Thriller,
2021,Dune (1984),Adventure|Sci-Fi,
1093,"Doors, The (1991)",Drama,
1020,Cool Runnings (1993),Comedy,
832,Ransom (1996),Crime|Thriller,
455,Free Willy (1993),Adventure|Children|Drama,
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,
3967,Billy Elliot (2000),Drama,
4638,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller,
3108,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance,
3247,Sister Act (1992),Comedy|Crime,
3510,Frequency (2000),Drama|Thriller,
119145,Kingsman: The Secret Service (2015),Action|Adventure|Comedy|Crime,
6947,Master and Commander: The Far Side of the World (2003),Adventure|Drama|War,
34150,Fantastic Four (2005),Action|Adventure|Sci-Fi,
44195,Thank You for Smoking (2006),Comedy|Drama,
2948,From Russia with Love (1963),Action|Adventure|Thriller,
3101,Fatal Attraction (1987),Drama|Thriller,
3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,
2581,Never Been Kissed (1999),Comedy|Romance,
2231,Rounders (1998),Drama,
1345,Carrie (1976),Drama|Fantasy|Horror|Thriller,2
1060,Swingers (1996),Comedy|Drama,
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance,
902,Breakfast at Tiffany's (1961),Drama|Romance,4
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,
585,"Brady Bunch Movie, The (1995)",Comedy,
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,
180,Mallrats (1995),Comedy|Romance,
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,
36529,Lord of War (2005),Action|Crime|Drama|Thriller|War,
3809,What About Bob? (1991),Comedy,
7445,Man on Fire (2004),Action|Crime|Drama|Mystery|Thriller,
30812,"Aviator, The (2004)",Drama,
31696,Constantine (2005),Action|Fantasy|Horror|Thriller,
66097,Coraline (2009),Animation|Fantasy|Thriller,
38061,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller,
60040,"Incredible Hulk, The (2008)",Action|Sci-Fi,
63113,Quantum of Solace (2008),Action|Adventure|Thriller,
3361,Bull Durham (1988),Comedy|Drama|Romance,
3409,Final Destination (2000),Drama|Thriller,
628,Primal Fear (1996),Crime|Drama|Mystery|Thriller,
2427,"Thin Red Line, The (1998)",Action|Drama|War,
1084,Bonnie and Clyde (1967),Crime|Drama,
1029,Dumbo (1941),Animation|Children|Drama|Musical,
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance,
805,"Time to Kill, A (1996)",Drama|Thriller,
719,Multiplicity (1996),Comedy,
256,Junior (1994),Comedy|Sci-Fi,
193,Showgirls (1995),Drama,
170,Hackers (1995),Action|Adventure|Crime|Thriller,
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,
45720,"Devil Wears Prada, The (2006)",Comedy|Drama,
6287,Anger Management (2003),Comedy,
6708,Matchstick Men (2003),Comedy|Crime|Drama,
8807,Harold and Kumar Go to White Castle (2004),Adventure|Comedy,2
39183,Brokeback Mountain (2005),Drama|Romance,
44555,"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller,
85414,Source Code (2011),Action|Drama|Mystery|Sci-Fi|Thriller,
54259,Stardust (2007),Adventure|Comedy|Fantasy|Romance,
64839,"Wrestler, The (2008)",Drama,
64969,Yes Man (2008),Comedy,
69481,"Hurt Locker, The (2008)",Action|Drama|Thriller|War,
86332,Thor (2011),Action|Adventure|Drama|Fantasy|IMAX,
4734,Jay and Silent Bob Strike Back (2001),Adventure|Comedy,
5254,Blade II (2002),Action|Horror|Thriller,
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,
4641,Ghost World (2001),Comedy|Drama,
1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,
327,Tank Girl (1995),Action|Comedy|Sci-Fi,
362,"Jungle Book, The (1994)",Adventure|Children|Romance,
524,Rudy (1993),Drama,
969,"African Queen, The (1951)",Adventure|Comedy|Romance|War,
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,
4344,Swordfish (2001),Action|Crime|Drama,
1287,Ben-Hur (1959),Action|Adventure|Drama,
1947,West Side Story (1961),Drama|Musical|Romance,
2140,"Dark Crystal, The (1982)",Adventure|Fantasy,
3698,"Running Man, The (1987)",Action|Sci-Fi,
3882,Bring It On (2000),Comedy,
1663,Stripes (1981),Comedy|War,
5673,Punch-Drunk Love (2002),Comedy|Drama|Romance,
3681,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western,
3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy,
4015,"Dude, Where's My Car? (2000)",Comedy|Sci-Fi,
4874,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi,
5388,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller,
8957,Saw (2004),Horror|Mystery|Thriller,
6534,Hulk (2003),Action|Adventure|Sci-Fi,
6754,Underworld (2003),Action|Fantasy|Horror,
30825,Meet the Fockers (2004),Comedy,
53322,Ocean's Thirteen (2007),Crime|Thriller,
61132,Tropic Thunder (2008),Action|Adventure|Comedy|War,
3396,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,
3555,U-571 (2000),Action|Thriller|War,
2949,Dr. No (1962),Action|Adventure|Thriller,
342,Muriel's Wedding (1994),Comedy,
1244,Manhattan (1979),Comedy|Drama|Romance,
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,
2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,
637,Sgt. Bilko (1996),Comedy,
1047,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller,
837,Matilda (1996),Children|Comedy|Fantasy,
1272,Patton (1970),Drama|War,
1882,Godzilla (1998),Action|Sci-Fi|Thriller,
1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller,
2145,Pretty in Pink (1986),Comedy|Drama|Romance,
2300,"Producers, The (1968)",Comedy,
72011,Up in the Air (2009),Drama|Romance,
8917,Team America: World Police (2004),Action|Adventure|Animation|Comedy,
8970,Finding Neverland (2004),Drama,
53972,Live Free or Die Hard (2007),Action|Adventure|Crime|Thriller,
68237,Moon (2009),Drama|Mystery|Sci-Fi|Thriller,
6281,Phone Booth (2002),Drama|Thriller,
88129,Drive (2011),Crime|Drama|Film-Noir|Thriller,
88140,Captain America: The First Avenger (2011),Action|Adventure|Sci-Fi|Thriller|War,
96610,Looper (2012),Action|Crime|Sci-Fi,
102125,Iron Man 3 (2013),Action|Sci-Fi|Thriller|IMAX,
152081,Zootopia (2016),Action|Adventure|Animation|Children|Comedy,
6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi,
104841,Gravity (2013),Action|Sci-Fi|IMAX,
6157,Daredevil (2003),Action|Crime,
1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,
5064,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller,
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,
45,To Die For (1995),Comedy|Drama|Thriller,
1911,Dr. Dolittle (1998),Comedy,
1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,
2160,Rosemary's Baby (1968),Drama|Horror|Thriller,
2944,"Dirty Dozen, The (1967)",Action|Drama|War,
3257,"Bodyguard, The (1992)",Drama|Romance|Thriller,
3285,"Beach, The (2000)",Adventure|Drama,
4361,Tootsie (1982),Comedy|Romance,
46723,Babel (2006),Drama|Thriller,
4446,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi,5
4701,Rush Hour 2 (2001),Action|Comedy,
4890,Shallow Hal (2001),Comedy|Fantasy|Romance,
5630,Red Dragon (2002),Crime|Mystery|Thriller,
34319,"Island, The (2005)",Action|Sci-Fi|Thriller,
110102,Captain America: The Winter Soldier (2014),Action|Adventure|Sci-Fi|IMAX,
61024,Pineapple Express (2008),Action|Comedy|Crime,
72641,"Blind Side, The  (2009)",Drama,
88163,"Crazy, Stupid, Love. (2011)",Comedy|Drama|Romance,
108932,The Lego Movie (2014),Action|Adventure|Animation|Children|Comedy|Fantasy,
3386,JFK (1991),Drama|Mystery|Thriller,
139385,The Revenant (2015),Adventure|Drama,
4321,City Slickers (1991),Comedy|Western,
97938,Life of Pi (2012),Adventure|Drama|IMAX,
3256,Patriot Games (1992),Action|Crime|Drama|Thriller,
1587,Conan the Barbarian (1982),Action|Adventure|Fantasy,
65,Bio-Dome (1996),Comedy,
272,"Madness of King George, The (1994)",Comedy|Drama,
724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller,
1405,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime,
1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical,
135,Down Periscope (1996),Comedy,
1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,
2953,Home Alone 2: Lost in New York (1992),Children|Comedy,
1747,Wag the Dog (1997),Comedy,
3006,"Insider, The (1999)",Drama|Thriller,
2064,Roger & Me (1989),Documentary,
1805,Wild Things (1998),Crime|Drama|Mystery|Thriller,
2501,October Sky (1999),Drama,
111362,X-Men: Days of Future Past (2014),Action|Adventure|Sci-Fi,
97921,Silver Linings Playbook (2012),Comedy|Drama,
95167,Brave (2012),Action|Adventure|Animation|Children,
84152,Limitless (2011),Sci-Fi|Thriller,
56757,Sweeney Todd: The Demon Barber of Fleet Street (2007),Drama|Horror|Musical|Thriller,
38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy,
7022,Battle Royale (Batoru rowaiaru) (2000),Action|Drama|Horror|Thriller,
5219,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller,
2871,Deliverance (1972),Adventure|Drama|Thriller,
95510,"Amazing Spider-Man, The (2012)",Action|Adventure|Sci-Fi|IMAX,
2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy,
2403,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller,
1479,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller,
1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi,2
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama,4.5
1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War,
915,Sabrina (1954),Comedy|Romance,
838,Emma (1996),Comedy|Drama|Romance,
348,Bullets Over Broadway (1994),Comedy,
204,Under Siege 2: Dark Territory (1995),Action,
2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,
5444,Lilo & Stitch (2002),Adventure|Animation|Children|Sci-Fi,5
3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,
3450,Grumpy Old Men (1993),Comedy,
3745,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi,
3825,Coyote Ugly (2000),Comedy|Drama|Romance,
115149,John Wick (2014),Action|Thriller,
6155,How to Lose a Guy in 10 Days (2003),Comedy|Romance,1
60074,Hancock (2008),Action|Adventure|Comedy|Crime|Fantasy,
94959,Moonrise Kingdom (2012),Comedy|Drama|Romance,
106696,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance,
2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller,
3168,Easy Rider (1969),Adventure|Drama,
246,Hoop Dreams (1994),Documentary,
2485,She's All That (1999),Comedy|Romance,
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,
647,Courage Under Fire (1996),Action|Crime|Drama|War,
743,Spy Hard (1996),Comedy,
898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance,
1061,Sleepers (1996),Thriller,
2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,
1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller,
1831,Lost in Space (1998),Action|Adventure|Sci-Fi,
2384,Babe: Pig in the City (1998),Adventure|Children|Drama,
2411,Rocky IV (1985),Action|Drama,
1513,Romy and Michele's High School Reunion (1997),Comedy,
56782,There Will Be Blood (2007),Drama|Western,
4019,Finding Forrester (2000),Drama,
4232,Spy Kids (2001),Action|Adventure|Children|Comedy,
45186,Mission: Impossible III (2006),Action|Adventure|Thriller,
46970,Talladega Nights: The Ballad of Ricky Bobby (2006),Action|Comedy,
82459,True Grit (2010),Western,
60756,Step Brothers (2008),Comedy,
74789,Alice in Wonderland (2010),Adventure|Fantasy|IMAX,
97304,Argo (2012),Drama|Thriller,
115713,Ex Machina (2015),Drama|Sci-Fi|Thriller,
3186,"Girl, Interrupted (1999)",Drama,
3740,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy,
5620,Sweet Home Alabama (2002),Comedy|Romance,
2788,Monty Python's And Now for Something Completely Different (1971),Comedy,
1027,Robin Hood: Prince of Thieves (1991),Adventure|Drama,
24,Powder (1995),Drama|Sci-Fi,
2335,"Waterboy, The (1998)",Comedy,
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,
968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,
